id,submitter,authors,title,comments,journal-ref,doi,abstract,report-no,categories,versions
2109.10156,Kien-Tuan Ngo,"Thu-Trang Nguyen, Kien-Tuan Ngo, Son Nguyen, Hieu Dinh Vo",A Variability Fault Localization Approach for Software Product Lines,Published in IEEE Transactions on Software Engineering (Early Access),,10.1109/TSE.2021.3113859,"  Software fault localization is one of the most expensive, tedious, and
time-consuming activities in program debugging. This activity becomes even much
more challenging in Software Product Line (SPL) systems due to variability of
failures. These unexpected behaviors are induced by variability faults which
can only be exposed under some combinations of system features. The interaction
among these features causes the failures of the system. Although localizing
bugs in single-system engineering has been studied in-depth, variability fault
localization in SPL systems still remains mostly unexplored. In this article,
we present VarCop, a novel and effective variability fault localization
approach. For an SPL system failed by variability bugs, VarCop isolates
suspicious code statements by analyzing the overall test results of the sampled
products and their source code. The isolated suspicious statements are the
statements related to the interaction among the features which are necessary
for the visibility of the bugs in the system. The suspiciousness of each
isolated statement is assessed based on both the overall test results of the
products containing the statement as well as the detailed results of the test
cases executed by the statement in these products. On a large dataset of buggy
SPL systems, empirical evaluation shows that VarCop significantly improves two
state-of-the-art fault localization techniques by 33% and 50% in ranking the
incorrect statements in the systems containing a single bug each. In about
two-thirds of the cases, VarCop ranks the buggy statements at the top-3
positions in the resulting lists. For multiple-bug cases, VarCop outperforms
the state-of-the-art approaches 2 times and 10 times in the proportion of bugs
localized at the top-1 positions. In 22% and 65% of the buggy versions, VarCop
correctly ranks at least one bug in a system at the top-1 and top-5 positions.
",,['cs.SE'],['v1']
1806.07191,Chalapathi T,T. Chalapathi and R. V M S S Kiran Kumar,Independent graph of the finite group,,,,"  Let a and b be any two elements in the group Zn of integers modulo n. Then a
and b are called independent if O(a) not equal to O(b) . In this paper, we
introduce and study independent graph of the group Zn, denoted by IG(Zn), is
undirected simple graph whose vertex set is Zn and two distinct vertices a and
b are adjacent in IG(Zn) if and only if a and b are independent in Zn.
",,['math.GR math.CO'],['v1']
1811.05511,Fulvio Gesmundo,"Austin Conner, Fulvio Gesmundo, Joseph M. Landsberg, Emanuele Ventura,
  Yao Wang",Towards a Geometric Approach to Strassen's Asymptotic Rank Conjecture,Final version. Revisions in Section 1 and Section 3,"Collectanea Mathematica, 2020",10.1007/s13348-020-00280-8,"  We make a first geometric study of three varieties in $\mathbb{C}^m \otimes
\mathbb{C}^m \otimes \mathbb{C}^m$ (for each $m$), including the Zariski
closure of the set of tight tensors, the tensors with continuous regular
symmetry. Our motivation is to develop a geometric framework for Strassen's
Asymptotic Rank Conjecture that the asymptotic rank of any tight tensor is
minimal. In particular, we determine the dimension of the set of tight tensors.
We prove that this dimension equals the dimension of the set of oblique
tensors, a less restrictive class introduced by Strassen.
",BCSim-2018-s09,['math.AG cs.CC'],"['v1', 'v2', 'v3']"
2011.07214,Chen Rui,Rui Chen,"Can the newly $P_{cs}(4459)$ be a strange hidden-charm
  $\Xi_c\bar{D}^{*}$ molecular pentaquarks?","7 Pages, 2 figures","Phys. Rev. D 103, 054007 (2021)",10.1103/PhysRevD.103.054007,"  Stimulated by the $P_{cs}(4459)$ reported by the LHCb Collaboration, we
perform a single $\Xi_c\bar{D}^*$ channel and a coupled
$\Xi_c\bar{D}^*/\Xi_c^*\bar{D}/\Xi_c^{\prime}\bar{D}^*/\Xi_c^*\bar{D}^*$
channel analysis by using a one-boson-exchange model. Our results indicate that
the newly $P_{cs}(4459)$ cannot be a pure $\Xi_c\bar{D}^*$ molecular state, but
a coupled
$\Xi_c\bar{D}^*/\Xi_c^*\bar{D}/\Xi_c^{\prime}\bar{D}^*/\Xi_c^*\bar{D}^*$ bound
state with $I(J^P)=0(3/2^-)$, where the $\Xi_c\bar{D}^*$ and $\Xi_c^*\bar{D}$
components are dominant. Meanwhile, we find the interactions from the
$\Xi_c^{\prime}\bar{D}^*$ system with $0(1/2^-)$, the $\Xi_c^{*}\bar{D}$ system
with $1(3/2^-)$, and the $\Xi_c^{*}\bar{D}^*$ system with $1(1/2^-)$ are
strongly attractive, where one can expect possible strange hidden-charm
molecular or resonant structures near the these thresholds with the assigned
quantum numbers.
",,['hep-ph'],['v1']
1211.5165,Fabio Cavaliere,"D. Mantelli, F. Cavaliere, and M. Sassetti","Non-linear Coulomb blockade microscopy of a correlated one-dimensional
  quantum dot",4 figures,"J. Phys.: Condens. Matter 24, 432202 (2012)",10.1088/0953-8984/24/43/432202,"  We evaluate the chemical potential of a one-dimensional quantum dot, coupled
to an atomic force microscope tip. The dot is described within the Luttinger
liquid framework and the conductance peaks positions as a function of the tip
location are calculated in the linear and non-linear transport regimes for an
arbitrary number of particles. The differences between the chemical potential
oscillations induced by Friedel and Wigner terms are carefully analyzed in the
whole range of interaction strength. It is shown that Friedel oscillations,
differently from the Wigner ones, are sensitive probes to detect excited spin
states and collective spin density waves involved in the transport.
",,['cond-mat.mes-hall cond-mat.str-el'],['v1']
hep-ex/0209013,James Weatherall,"B. Aubert, et al. (BABAR Collaboration)",A Measurement of the B0 -> J/psi pi+pi- Branching Fraction,"7 pages, 2 postscript figues","Phys.Rev.Lett.90:091801,2003",10.1103/PhysRevLett.90.091801,"  We present a measurement of the branching fraction for the decay of the
neutral $B$ meson into the final state $J/\psi\pi^+\pi^-$. The data set
contains approximately 56 million $B\bar{B}$ pairs produced at the
$\Upsilon(4S)$ resonance and recorded with the BaBar detector at the PEP-II
asymmetric-energy $e^+e^-$ storage ring. The result of this analysis is
$\mathcal{B}$($B^0\to J/\psi\pi^+\pi^-$) = (4.6 $\pm$ 0.7 $\pm$ 0.6)$\times
10^{-5}$, where the first error is statistical and the second is systematic. In
addition we measure $\mathcal{B}(B^0\to J/\psi\rho^0) = (1.6 \pm 0.6 \pm 0.4
)\times 10^{-5}$.
","BABAR-PUB-02/06, SLAC-PUB-9261",['hep-ex'],['v1']
1704.03354,Flavio Calmon,"Flavio P. Calmon, Dennis Wei, Karthikeyan Natesan Ramamurthy, and Kush
  R. Varshney",Optimized Data Pre-Processing for Discrimination Prevention,,,,"  Non-discrimination is a recognized objective in algorithmic decision making.
In this paper, we introduce a novel probabilistic formulation of data
pre-processing for reducing discrimination. We propose a convex optimization
for learning a data transformation with three goals: controlling
discrimination, limiting distortion in individual data samples, and preserving
utility. We characterize the impact of limited sample size in accomplishing
this objective, and apply two instances of the proposed optimization to
datasets, including one on real-world criminal recidivism. The results
demonstrate that all three criteria can be simultaneously achieved and also
reveal interesting patterns of bias in American society.
",,['stat.ML cs.CY cs.IT math.IT'],['v1']
1003.0517,Christian Flindt,"Christian Fricke, Frank Hohls, Christian Flindt, Rolf J. Haug",High cumulants in the counting statistics measured for a quantum dot,"4 pages, 3 figures, Contribution to EP2DS18-MSS14, Kobe, Japan, July
  2009","Physica E 42, 848 (2010)",10.1016/j.physe.2009.11.112,"  We report on measurements of single electron tunneling through a quantum dot
using a quantum point contact as non-invasive charge detector with fast time
response. We elaborate on the unambiguous identification of individual
tunneling events and determine the distribution of transferred charges, the
so-called full counting statistics. We discuss our data analysis, including the
error estimates of the measurement, and show that the quality of our
experimental results is sufficiently high to extract cumulants of the
distribution up to the 20th order for short times.
",,['cond-mat.mes-hall'],['v1']
1004.1564,Te Sun Han,Te Sun Han,Polymatroids with Network Coding,19 figures,,,"  The problem of network coding for multicasting a single source to multiple
sinks has first been studied by Ahlswede, Cai, Li and Yeung in 2000, in which
they have established the celebrated max-flow mini-cut theorem on non-physical
information flow over a network of independent channels. On the other hand, in
1980, Han has studied the case with correlated multiple sources and a single
sink from the viewpoint of polymatroidal functions in which a necessary and
sufficient condition has been demonstrated for reliable transmission over the
network. This paper presents an attempt to unify both cases, which leads to
establish a necessary and sufficient condition for reliable transmission over a
noisy network for multicasting all the correlated multiple sources to all the
multiple sinks. Furthermore, we address also the problem of transmitting
""independent"" sources over a multiple-access-type of network as well as over a
broadcast-type of network, which reveals that the (co-) polymatroidal
structures are intrinsically involved in these types of network coding.
",,['cs.IT math.IT'],"['v1', 'v2']"
1110.0466,Boris Pioline,"Sergei Alexandrov, Daniel Persson, Boris Pioline","Wall-crossing, Rogers dilogarithm, and the QK/HK correspondence","67 pages, 1 figure, v2: references [22-26] added, significant
  correction in sec 2.2.2, cosmetic changes elsewhere, published version; v3:
  minor corrections",JHEP 1112 (2011) 027,10.1007/JHEP12(2011)027,"  When formulated in twistor space, the D-instanton corrected hypermultiplet
moduli space in N=2 string vacua and the Coulomb branch of rigid N=2 gauge
theories on $R^3 \times S^1$ are strikingly similar and, to a large extent,
dictated by consistency with wall-crossing. We elucidate this similarity by
showing that these two spaces are related under a general duality between, on
one hand, quaternion-Kahler manifolds with a quaternionic isometry and, on the
other hand, hyperkahler manifolds with a rotational isometry, further equipped
with a hyperholomorphic circle bundle with a connection. We show that the
transition functions of the hyperholomorphic circle bundle relevant for the
hypermultiplet moduli space are given by the Rogers dilogarithm function, and
that consistency across walls of marginal stability is ensured by the motivic
wall-crossing formula of Kontsevich and Soibelman. We illustrate the
construction on some simple examples of wall-crossing related to cluster
algebras for rank 2 Dynkin quivers. In an appendix we also provide a detailed
discussion on the general relation between wall-crossing and the theory of
cluster algebras.
","L2C:11-165, CERN-PH-TH-2011-239",['hep-th math-ph math.AG math.DG math.MP math.SG'],"['v1', 'v2', 'v3']"
1103.0473,Joana Sousa,J.C. Sousa and M Cunha,"On the understanding of pulsations in the atmosphere of roAp stars:
  phase diversity and false nodes","21 pages, 25 figures",,10.1111/j.1365-2966.2011.18573.x,"  Studies based on high-resolution spectroscopic data of rapidly oscillating Ap
stars show a surprising diversity of pulsation behavior in the atmospheric
layers, pointing, in particular, to the co-existence of running and standing
waves. The correct interpretation of these data requires a careful modelling of
pulsations in these magnetic stars. In light of this, in this work we present a
theoretical analysis of pulsations in roAp stars, taking into account the
direct influence of the magnetic field. We derive approximate analytical
solutions for the displacement components parallel and perpendicular to the
direction of the magnetic field, that are appropriate to the outermost layer.
From these, we determine the expression for the theoretical radial velocity for
an observer at a general position, and compute the corresponding pulsation
amplitude and phase as function of height in the atmosphere. We show that the
integral for the radial velocity has contributions from three different types
of wave solutions, namely, running waves, evanescent waves, and standing waves
of nearly constant amplitude. We then consider a number of case studies to
illustrate the origin of the different pulsational behaviour that is found in
the observations. Concerning pulsation amplitude, we find that it generally
increases with atmospheric height. Pulsation phase, however, shows a diversity
of behaviours, including phases that are constant, increasing, or decreasing
with atmospheric height. Finally, we show that there are situations in which
the pulsation amplitude goes through a zero, accompanied by a phase jumps of
$\pi$, and argue that such behaviour does not correspond to a pulsation node in
the outermost layers of the star, but rather to a visual effect, resulting from
the observers inability to resolve the stellar surface.
",,['astro-ph.SR'],['v1']
